UniProt ID,Gene,Protein name
Q15166,PON3,Serum paraoxonase/lactonase 3
P07148,FABP1,Fatty acid-binding protein
O95866,MPIG6B,Megakaryocyte and platelet inhibitory receptor G6b
P15291,B4GALT1,Beta-1
O00182,LGALS9,Galectin-9
O95633,FSTL3,Follistatin-related protein 3
Q92956,TNFRSF14,Tumor necrosis factor receptor superfamily member 14
Q9BYZ8,REG4,Regenerating islet-derived protein 4
Q8TEU8,WFIKKN2,WAP
O00468,AGRN,Agrin
Q03403,TFF2,Trefoil factor 2
P19876,CXCL3,C-X-C motif chemokine 3
Q13232,NME3,Nucleoside diphosphate kinase 3
Q8WU39,MZB1,Marginal zone B- and B1-cell-specific protein
Q8N907,DAND5,DAN domain family member 5
P24530,EDNRB,Endothelin receptor type B
Q99665,IL12RB2,Interleukin-12 receptor subunit beta-2
Q7Z698,SPRED2,Sprouty-related
Q9NRR2,TPSG1,Tryptase gamma
Q16665,HIF1A,Hypoxia-inducible factor 1-alpha
Q9Y4C1,KDM3A,Lysine-specific demethylase 3A
Q9H832,UBE2Z,Ubiquitin-conjugating enzyme E2 Z
O00206,TLR4,Toll-like receptor 4
P10070,GLI2,Zinc finger protein GLI2
Q04609,FOLH1,Glutamate carboxypeptidase 2
Q9NQI0,DDX4,Probable ATP-dependent RNA helicase DDX4
Q13190,STX5,Syntaxin-5
Q6R327,RICTOR,Rapamycin-insensitive companion of mTOR
P03372,ESR1,Estrogen receptor
P41273,TNFSF9,Tumor necrosis factor ligand superfamily member 9
Q9BY41,HDAC8,Histone deacetylase 8
P43378,PTPN9,Tyrosine-protein phosphatase non-receptor type 9
Q09472,EP300,Histone acetyltransferase p300
Q96EB6,SIRT1,NAD-dependent protein deacetylase sirtuin-1
P24928,POLR2A,DNA-directed RNA polymerase II subunit RPB1
Q9HBE5,IL21R,Interleukin-21 receptor
Q92185,ST8SIA1,Alpha-N-acetylneuraminide alpha-2
P10767,FGF6,Fibroblast growth factor 6
Q8WX93,PALLD,Palladin
Q9UPW0,FOXJ3,Forkhead box protein J3
P25490,YY1,Transcriptional repressor protein YY1
Q6UXZ4,UNC5D,Netrin receptor UNC5D
P09693,CD3G,T-cell surface glycoprotein CD3 gamma chain
Q05329,GAD2,Glutamate decarboxylase 2
Q6UXM1,LRIG3,Leucine-rich repeats and immunoglobulin-like domains protein 3
P15531,NME1,Nucleoside diphosphate kinase A
P62834,RAP1A,Ras-related protein Rap-1A
P15927,RPA2,Replication protein A 32 kDa subunit
P61328,FGF12,Fibroblast growth factor 12
P46013,MKI67,Proliferation marker protein Ki-67
P24864,CCNE1,G1/S-specific cyclin-E1
P85299,PRR5,Proline-rich protein 5
P49715,CEBPA,CCAAT/enhancer-binding protein alpha
Q9NP95,FGF20,Fibroblast growth factor 20
P06401,PGR,Progesterone receptor
Q6UXL0,IL20RB,Interleukin-20 receptor subunit beta
Q9NP85,NPHS2,Podocin
Q01201,RELB,Transcription factor RelB
Q9NZS2,KLRF1,Killer cell lectin-like receptor subfamily F member 1
Q9Y2I7,PIKFYVE,1-phosphatidylinositol 3-phosphate 5-kinase
Q9NWV8,BABAM1,BRISC and BRCA1-A complex member 1
O00401,WASL,Actin nucleation-promoting factor WASL
Q04837,SSBP1,Single-stranded DNA-binding protein
O75365,PTP4A3,Protein tyrosine phosphatase type IVA 3
Q12888,TP53BP1,TP53-binding protein 1
O75173,ADAMTS4,A disintegrin and metalloproteinase with thrombospondin motifs 4
Q9UHA7,IL36A,Interleukin-36 alpha
Q96EP0,RNF31,E3 ubiquitin-protein ligase RNF31
O95429,BAG4,BAG family molecular chaperone regulator 4
Q8NI17,IL31RA,Interleukin-31 receptor subunit alpha
Q9NS62,THSD1,Thrombospondin type-1 domain-containing protein 1
Q9NY59,SMPD3,Sphingomyelin phosphodiesterase 3
Q92574,TSC1,Hamartin
Q13114-2,TRAF3,TNF receptor-associated factor 3
P54274,TERF1,Telomeric repeat-binding factor 1
Q96MM7,HS6ST2,Heparan-sulfate 6-O-sulfotransferase 2
P35219,CA8,Carbonic anhydrase-related protein
Q9GZN4,PRSS22,Brain-specific serine protease 4
Q9NQ66,PLCB1,1-phosphatidylinositol 4
P16671,CD36,Platelet glycoprotein 4
Q8NBK3,SUMF1,Formylglycine-generating enzyme
Q6EBC2,IL31,Interleukin-31
Q8NHP1,AKR7L,Aflatoxin B1 aldehyde reductase member 4
Q9Y3D3,MRPS16,Small ribosomal subunit protein bS16m
P98170,XIAP,E3 ubiquitin-protein ligase XIAP
O43184,ADAM12,Disintegrin and metalloproteinase domain-containing protein 12
P48730,CSNK1D,Casein kinase I isoform delta
O43583,DENR,Density-regulated protein
O00148,DDX39A,ATP-dependent RNA helicase DDX39A
P36551,CPOX,Oxygen-dependent coproporphyrinogen-III oxidase
Q96D71,REPS1,RalBP1-associated Eps domain-containing protein 1
P09923,ALPI,Intestinal-type alkaline phosphatase
Q5TBC7,BCL2L15,Bcl-2-like protein 15
Q9UHN6,CEMIP2,Inactive cell surface hyaluronidase CEMIP2
Q6B9Z1,IGFL4,Insulin growth factor-like family member 4
Q8IX19,MCEMP1,Mast cell-expressed membrane protein 1
P36897,TGFBR1,TGF-beta receptor type-1
Q14511,NEDD9,Enhancer of filamentation 1
Q8WVV4,POF1B,Protein POF1B
Q9UIK4,DAPK2,Death-associated protein kinase 2
Q8IYW5,RNF168,E3 ubiquitin-protein ligase RNF168
Q93062,RBPMS,RNA-binding protein with multiple splicing
Q15697,ZNF174,Zinc finger protein 174
P17050,NAGA,Alpha-N-acetylgalactosaminidase
Q96PX8,SLITRK1,SLIT and NTRK-like protein 1
P56645,PER3,Period circadian protein homolog 3
Q9H0U9,TSPYL1,Testis-specific Y-encoded-like protein 1
P26436,ACRV1,Acrosomal protein SP-10
Q5JS54,PSMG4,Proteasome assembly chaperone 4
Q7Z5L3,C1QL2,Complement C1q-like protein 2
Q15465,SHH,Sonic hedgehog protein
P17643,TYRP1,5
Q8IV38,ANKMY2,Ankyrin repeat and MYND domain-containing protein 2
O60447,EVI5,Ecotropic viral integration site 5 protein homolog
Q16718,NDUFA5,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5
Q96PU5,NEDD4L,E3 ubiquitin-protein ligase NEDD4-like
O94916,NFAT5,Nuclear factor of activated T-cells 5
O95835,LATS1,Serine/threonine-protein kinase LATS1
P24666,ACP1,Low molecular weight phosphotyrosine protein phosphatase
O60238,BNIP3L,BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like
Q9H171,ZBP1,Z-DNA-binding protein 1
Q99062,CSF3R,Granulocyte colony-stimulating factor receptor
Q9UHI8,ADAMTS1,A disintegrin and metalloproteinase with thrombospondin motifs 1
Q99584,S100A13,Protein S100-A13
P55211,CASP9,Caspase-9
Q9H3T2,SEMA6C,Semaphorin-6C
Q15399,TLR1,Toll-like receptor 1
Q9Y2X7,GIT1,ARF GTPase-activating protein GIT1
P81534,DEFB103A,
O43320,FGF16,Fibroblast growth factor 16
P52630,STAT2,Signal transducer and activator of transcription 2
P20701,ITGAL,Integrin alpha-L
Q86UE4,MTDH,Protein LYRIC
Q96PL5,ERMAP,Erythroid membrane-associated protein
O60500,NPHS1,Nephrin
Q8WV28,BLNK,B-cell linker protein
P48546,GIPR,Gastric inhibitory polypeptide receptor
P09564,CD7,T-cell antigen CD7
P11487,FGF3,Fibroblast growth factor 3
Q15223,NECTIN1,Nectin-1
P23743,DGKA,Diacylglycerol kinase alpha
P29536,LMOD1,Leiomodin-1
O75688,PPM1B,Protein phosphatase 1B
Q16643,DBN1,Drebrin
Q5T2W1,PDZK1,Na(+)/H(+) exchange regulatory cofactor NHE-RF3
Q9NZH8,IL36G,Interleukin-36 gamma
Q5QGZ9,CLEC12A,C-type lectin domain family 12 member A
P32927,CSF2RB,Cytokine receptor common subunit beta
P49765,VEGFB,Vascular endothelial growth factor B
Q9BV40,VAMP8,Vesicle-associated membrane protein 8
Q15762,CD226,CD226 antigen
P06730,EIF4E,Eukaryotic translation initiation factor 4E
Q14160,SCRIB,Protein scribble homolog
Q02880,TOP2B,DNA topoisomerase 2-beta
O15400,STX7,Syntaxin-7
Q9H7Z7,PTGES2,Prostaglandin E synthase 2
P14902,IDO1,Indoleamine 2
O60437,PPL,Periplakin
O95157,NXPH3,Neurexophilin-3
P06213,INSR,Insulin receptor
P11234,RALB,Ras-related protein Ral-B
P49757,NUMB,Protein numb homolog
Q8N556,AFAP1,Actin filament-associated protein 1
P17301,ITGA2,Integrin alpha-2
Q02952,AKAP12,A-kinase anchor protein 12
Q4VCS5,AMOT,Angiomotin
P30101,PDIA3,Protein disulfide-isomerase A3
P10912,GHR,Growth hormone receptor
O95393,BMP10,Bone morphogenetic protein 10
Q9UGN4,CD300A,CMRF35-like molecule 8
Q96QR1,SCGB3A1,Secretoglobin family 3A member 1
P30040,ERP29,Endoplasmic reticulum resident protein 29
Q9ULI3,HEG1,Protein HEG homolog 1
Q8TEA8,DTD1,D-aminoacyl-tRNA deacylase 1
P01037,CST1,Cystatin-SN
Q9H7Y0,DIPK2B,Divergent protein kinase domain 2B
Q9BRK3,MXRA8,Matrix remodeling-associated protein 8
O76074,PDE5A,cGMP-specific 3'
P22303,ACHE,Acetylcholinesterase
Q9BX67,JAM3,Junctional adhesion molecule C
P20908,COL5A1,Collagen alpha-1(V) chain
Q6QNK2,ADGRD1,Adhesion G-protein coupled receptor D1
Q02223,TNFRSF17,Tumor necrosis factor receptor superfamily member 17
Q8NEU8,APPL2,DCC-interacting protein 13-beta
Q9BUH6,PAXX,Protein PAXX
Q8NDA2,HMCN2,Hemicentin-2
Q9HCU4,CELSR2,Cadherin EGF LAG seven-pass G-type receptor 2
P06280,GLA,Alpha-galactosidase A
Q9BUN1,MENT,Protein MENT
Q9H939,PSTPIP2,Proline-serine-threonine phosphatase-interacting protein 2
Q8TDQ7,GNPDA2,Glucosamine-6-phosphate isomerase 2
P55083,MFAP4,Microfibril-associated glycoprotein 4
Q9NS98,SEMA3G,Semaphorin-3G
P04406,GAPDH,Glyceraldehyde-3-phosphate dehydrogenase
P04090,RLN2,Prorelaxin H2
Q5TDH0,DDI2,Protein DDI1 homolog 2
P06132,UROD,Uroporphyrinogen decarboxylase
Q99574,SERPINI1,Neuroserpin
P27348,YWHAQ,14-3-3 protein theta
Q9UI42,CPA4,Carboxypeptidase A4
Q16378,PRR4,Proline-rich protein 4
Q6P5S2,LEG1,Protein LEG1 homolog
O43399,TPD52L2,Tumor protein D54
P61457,PCBD1,Pterin-4-alpha-carbinolamine dehydratase
P40197,GP5,Platelet glycoprotein V
P00325,ADH1B,All-trans-retinol dehydrogenase [NAD(+)] ADH1B
O75190,DNAJB6,DnaJ homolog subfamily B member 6
Q5JS37,NHLRC3,NHL repeat-containing protein 3
Q8N8U9,BMPER,BMP-binding endothelial regulator protein
O75347,TBCA,Tubulin-specific chaperone A
P04083,ANXA1,Annexin A1
Q9BXJ0,C1QTNF5,Complement C1q tumor necrosis factor-related protein 5
Q96HD1,CRELD1,Protein disulfide isomerase CRELD1
P0C862,C1QTNF9,Complement C1q and tumor necrosis factor-related protein 9A
Q13976,PRKG1,cGMP-dependent protein kinase 1
P54764,EPHA4,Ephrin type-A receptor 4
Q9P2T1,GMPR2,GMP reductase 2
P50502,ST13,Hsc70-interacting protein
P09529,INHBB,Inhibin beta B chain
A2VDF0,FUOM,Fucose mutarotase
P20155,SPINK2,Serine protease inhibitor Kazal-type 2
P14091,CTSE,Cathepsin E
Q6P589,TNFAIP8L2,Tumor necrosis factor alpha-induced protein 8-like protein 2
O14745,NHERF1,Na(+)/H(+) exchange regulatory cofactor NHE-RF1
P30047,GCHFR,GTP cyclohydrolase 1 feedback regulatory protein
Q53FA7,TP53I3,Quinone oxidoreductase PIG3
Q5VTT5,MYOM3,Myomesin-3
Q8IUZ5,PHYKPL,5-phosphohydroxy-L-lysine phospho-lyase
P52758,RIDA,2-iminobutanoate/2-iminopropanoate deaminase
Q96A49,SYAP1,Synapse-associated protein 1
Q9NQ48,LZTFL1,Leucine zipper transcription factor-like protein 1
O96007,MOCS2,Molybdopterin synthase catalytic subunit
Q8NHV1,GIMAP7,GTPase IMAP family member 7
Q96AJ9,VTI1A,Vesicle transport through interaction with t-SNAREs homolog 1A
P21854,CD72,B-cell differentiation antigen CD72
P07311,ACYP1,Acylphosphatase-1
Q9UK23,NAGPA,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase
Q9NRS6,SNX15,Sorting nexin-15
P37840,SNCA,Alpha-synuclein
P22455,FGFR4,Fibroblast growth factor receptor 4
Q15276,RABEP1,Rab GTPase-binding effector protein 1
Q6FHJ7,SFRP4,Secreted frizzled-related protein 4
Q9HB71,CACYBP,Calcyclin-binding protein
O60279,SUSD5,Sushi domain-containing protein 5
A6NC86,PINLYP,phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein
P49862,KLK7,Kallikrein-7
Q92619,ARHGAP45,Rho GTPase-activating protein 45
Q04323,UBXN1,UBX domain-containing protein 1
P35611,ADD1,Alpha-adducin
Q8N0X7,SPART,Spartin
P32321,DCTD,Deoxycytidylate deaminase
P56192,MARS1,Methionine--tRNA ligase
Q6GMV3,PTRHD1,Putative peptidyl-tRNA hydrolase PTRHD1
O15335,CHAD,Chondroadherin
P25686,DNAJB2,DnaJ homolog subfamily B member 2
Q58EX2,SDK2,Protein sidekick-2
Q86SX6,GLRX5,Glutaredoxin-related protein 5
Q9Y4D1,DAAM1,Disheveled-associated activator of morphogenesis 1
Q6UX06,OLFM4,Olfactomedin-4
P01210,PENK,Proenkephalin-A
P0DML2,CSH1,Chorionic somatomammotropin hormone 1
P32119,PRDX2,Peroxiredoxin-2
P40925,MDH1,Malate dehydrogenase
P10599,TXN,Thioredoxin
P0DN86,CGB3,
P07998,RNASE1,Ribonuclease pancreatic
P04114,APOB,Apolipoprotein B-100
Q92686,NRGN,Neurogranin
P16442,ABO,Histo-blood group ABO system transferase
Q6UXB8,PI16,Peptidase inhibitor 16
P04180,LCAT,Phosphatidylcholine-sterol acyltransferase
Q0ZGT2,NEXN,Nexilin
P07307,ASGR2,Asialoglycoprotein receptor 2
P06744,GPI,Glucose-6-phosphate isomerase
P07333,CSF1R,Macrophage colony-stimulating factor 1 receptor
Q86YW5,TREML1,Trem-like transcript 1 protein
P08294,SOD3,Extracellular superoxide dismutase [Cu-Zn]
P00742,F10,Coagulation factor X
P04278,SHBG,Sex hormone-binding globulin
P02652,APOA2,Apolipoprotein A-II
P20061,TCN1,Transcobalamin-1
P12955,PEPD,Xaa-Pro dipeptidase
Q93091,RNASE6,Ribonuclease K6
O00602,FCN1,Ficolin-1
O43493,TGOLN2,Trans-Golgi network integral membrane protein 2
P50552,VASP,Vasodilator-stimulated phosphoprotein
P16233,PNLIP,Pancreatic triacylglycerol lipase
P22897,MRC1,Macrophage mannose receptor 1
P12821,ACE,Angiotensin-converting enzyme
P17927,CR1,Complement receptor type 1
P02748,C9,Complement component C9
P0DJD7,PGA4,Pepsin A-4
P00390,GSR,Glutathione reductase
Q13790,APOF,Apolipoprotein F
Q08830,FGL1,Fibrinogen-like protein 1
P09172,DBH,Dopamine beta-hydroxylase
P27169,PON1,Serum paraoxonase/arylesterase 1
P34096,RNASE4,Ribonuclease 4
P02765,AHSG,Alpha-2-HS-glycoprotein
P0DUB6_P0DTE7_P0DTE8,AMY1A_AMY1B_AMY1C,Alpha-amylase 1A_Alpha-amylase 1B_Alpha-amylase 1C
O14791,APOL1,Apolipoprotein L1
P01019,AGT,Angiotensinogen
Q01459,CTBS,Di-N-acetylchitobiase
O95497,VNN1,Pantetheinase
P04040,CAT,Catalase
P26927,MST1,Hepatocyte growth factor-like protein
P06396,GSN,Gelsolin
P54108,CRISP3,Cysteine-rich secretory protein 3
Q9BXR6,CFHR5,Complement factor H-related protein 5
P06276,BCHE,Cholinesterase
Q04756,HGFAC,Hepatocyte growth factor activator
P07358,C8B,Complement component C8 beta chain
P36980,CFHR2,Complement factor H-related protein 2
Q9NZP8,C1RL,Complement C1r subcomponent-like protein
P19827,ITIH1,Inter-alpha-trypsin inhibitor heavy chain H1
P00734,F2,Prothrombin
P05543,SERPINA7,Thyroxine-binding globulin
P61769,B2M,Beta-2-microglobulin
P35542,SAA4,Serum amyloid A-4 protein
P02649,APOE,Apolipoprotein E
Q9Y5Y7,LYVE1,Lymphatic vessel endothelial hyaluronic acid receptor 1
O00391,QSOX1,Sulfhydryl oxidase 1
P20742,PZP,Pregnancy zone protein
P09871,C1S,Complement C1s subcomponent
P10909,CLU,Clusterin
P06727,APOA4,Apolipoprotein A-IV
Q96IY4,CPB2,Carboxypeptidase B2
O75882-2,ATRN,Attractin
Q16610,ECM1,Extracellular matrix protein 1
P07225,PROS1,Vitamin K-dependent protein S
P00746,CFD,Complement factor D
P00748,F12,Coagulation factor XII
P0DOY2,IGLC2,Immunoglobulin lambda constant 2
P43652,AFM,Afamin
Q96PD5,PGLYRP2,N-acetylmuramoyl-L-alanine amidase
P08185,SERPINA6,Corticosteroid-binding globulin
P01031,C5,Complement C5
P49908,SELENOP,Selenoprotein P
P05090,APOD,Apolipoprotein D
P08519,LPA,Apolipoprotein(a)
Q15848,ADIPOQ,Adiponectin
P02654,APOC1,Apolipoprotein C-I
P01009,SERPINA1,Alpha-1-antitrypsin
P02750,LRG1,Leucine-rich alpha-2-glycoprotein
P14151,SELL,L-selectin
P00736,C1R,Complement C1r subcomponent
P43251,BTD,Biotinidase
P00751,CFB,Complement factor B
P05452,CLEC3B,Tetranectin
P36955,SERPINF1,Pigment epithelium-derived factor
Q92496,CFHR4,Complement factor H-related protein 4
P11226,MBL2,Mannose-binding protein C
P03952,KLKB1,Plasma kallikrein
P02775,PPBP,Platelet basic protein
Q14624,ITIH4,Inter-alpha-trypsin inhibitor heavy chain H4
P05154,SERPINA5,Plasma serine protease inhibitor
P02776,PF4,Platelet factor 4
Q08380,LGALS3BP,Galectin-3-binding protein
P10643,C7,Complement component C7
P05546,SERPIND1,Heparin cofactor 2
P02763,ORM1,Alpha-1-acid glycoprotein 1
P02647,APOA1,Apolipoprotein A-I
P04196,HRG,Histidine-rich glycoprotein
P04217,A1BG,Alpha-1B-glycoprotein
P05156,CFI,Complement factor I
P03951,F11,Coagulation factor XI
P29622,SERPINA4,Kallistatin
O43866,CD5L,CD5 antigen-like
P01024,C3,Complement C3
P05155,SERPING1,Plasma protease C1 inhibitor
P02743,APCS,Serum amyloid P-component
P08697,SERPINF2,Alpha-2-antiplasmin
P02774,GC,Vitamin D-binding protein
P05160,F13B,Coagulation factor XIII B chain
P02766,TTR,Transthyretin
P02787,TF,Serotransferrin
P27918,CFP,Properdin
P00747,PLG,Plasminogen
P01011,SERPINA3,Alpha-1-antichymotrypsin
P02751,FN1,Fibronectin
P02671,FGA,Fibrinogen alpha chain
P01008,SERPINC1,Antithrombin-III
P08603,CFH,Complement factor H
Q9Y5P4,CERT1,Ceramide transfer protein
P23381,WARS1,Tryptophan--tRNA ligase
Q86VW0,SESTD1,SEC14 domain and spectrin repeat-containing protein 1
P53539,FOSB,Protein FosB
Q92597,NDRG1,Protein NDRG1
A1E959,ODAM,Odontogenic ameloblast-associated protein
P60484,PTEN,Phosphatidylinositol 3
Q8IU54,IFNL1,Interferon lambda-1
P51531,SMARCA2,Probable global transcription activator SNF2L2
O14579,COPE,Coatomer subunit epsilon
P15336,ATF2,Cyclic AMP-dependent transcription factor ATF-2
P53985,SLC16A1,Monocarboxylate transporter 1
P02533,KRT14,Keratin
P22676,CALB2,Calretinin
Q4LE39,ARID4B,AT-rich interactive domain-containing protein 4B
Q9NSK7,C19orf12,Protein C19orf12
Q8WTV0,SCARB1,Scavenger receptor class B member 1
Q9UKV5,AMFR,E3 ubiquitin-protein ligase AMFR
P45452,MMP13,Collagenase 3
Q96JP9,CDHR1,Cadherin-related family member 1
Q6ZMJ4,IL34,Interleukin-34
P08758,ANXA5,Annexin A5
P48047,ATP5PO,ATP synthase subunit O
Q6ZMC9,SIGLEC15,Sialic acid-binding Ig-like lectin 15
Q6PIL6,KCNIP4,Kv channel-interacting protein 4
Q6P1M0,SLC27A4,Long-chain fatty acid transport protein 4
P53582,METAP1,Methionine aminopeptidase 1
P13385,CRIPTO,Protein Cripto
Q9NRW1,RAB6B,Ras-related protein Rab-6B
P05455,SSB,Lupus La protein
O96013,PAK4,Serine/threonine-protein kinase PAK 4
Q9NXA8,SIRT5,NAD-dependent protein deacylase sirtuin-5
Q8N2G4,LYPD1,Ly6/PLAUR domain-containing protein 1
P49023,PXN,Paxillin
Q9BXS1,IDI2,Isopentenyl-diphosphate delta-isomerase 2
P15018,LIF,Leukemia inhibitory factor
Q9H1C3,GLT8D2,Glycosyltransferase 8 domain-containing protein 2
P20936,RASA1,Ras GTPase-activating protein 1
P51452,DUSP3,Dual specificity protein phosphatase 3
P09769,FGR,Tyrosine-protein kinase Fgr
P14625,HSP90B1,Endoplasmin
P10636,MAPT,Microtubule-associated protein tau
Q9HAW4,CLSPN,Claspin
Q9UM07,PADI4,Protein-arginine deiminase type-4
P26440,IVD,Isovaleryl-CoA dehydrogenase
P29474,NOS3,Nitric oxide synthase 3
O60240,PLIN1,Perilipin-1
P41208,CETN2,Centrin-2
Q9Y6E0,STK24,Serine/threonine-protein kinase 24
Q9UJY5,GGA1,ADP-ribosylation factor-binding protein GGA1
P30039,PBLD,Phenazine biosynthesis-like domain-containing protein
Q5JZY3,EPHA10,Ephrin type-A receptor 10
Q02643,GHRHR,Growth hormone-releasing hormone receptor
Q9BW30,TPPP3,Tubulin polymerization-promoting protein family member 3
Q16864,ATP6V1F,V-type proton ATPase subunit F
Q9HA65,TBC1D17,TBC1 domain family member 17
Q96PP9,GBP4,Guanylate-binding protein 4
Q9Y680,FKBP7,Peptidyl-prolyl cis-trans isomerase FKBP7
Q03393,PTS,6-pyruvoyl tetrahydrobiopterin synthase
P01375,TNF,Tumor necrosis factor
P58417,NXPH1,Neurexophilin-1
Q15126,PMVK,Phosphomevalonate kinase
Q6UX27,VSTM1,V-set and transmembrane domain-containing protein 1
Q15043,SLC39A14,Metal cation symporter ZIP14
Q9UK53,ING1,Inhibitor of growth protein 1
P29466,CASP1,Caspase-1
Q9H0C8,ILKAP,Integrin-linked kinase-associated serine/threonine phosphatase 2C
Q07812,BAX,Apoptosis regulator BAX
Q9H2W6,MRPL46,Large ribosomal subunit protein mL46
Q9Y2V2,CARHSP1,Calcium-regulated heat-stable protein 1
P13647,KRT5,Keratin
P39905,GDNF,Glial cell line-derived neurotrophic factor
O94813,SLIT2,Slit homolog 2 protein
P29475,NOS1,Nitric oxide synthase 1
O14523,C2CD2L,Phospholipid transfer protein C2CD2L
Q9UBB4,ATXN10,Ataxin-10
Q9H3R2,MUC13,Mucin-13
Q9NRG1,PRTFDC1,Phosphoribosyltransferase domain-containing protein 1
Q16762,TST,Thiosulfate sulfurtransferase
Q13426,XRCC4,DNA repair protein XRCC4
Q15633,TARBP2,RISC-loading complex subunit TARBP2
P07196,NEFL,Neurofilament light polypeptide
P49789,FHIT,Bis(5'-adenosyl)-triphosphatase
Q6UWL6,KIRREL2,Kin of IRRE-like protein 2
O94985,CLSTN1,Calsyntenin-1
Q9Y2W6,TDRKH,Tudor and KH domain-containing protein
P09211,GSTP1,Glutathione S-transferase P
P61244,MAX,Protein max
Q96FQ6,S100A16,Protein S100-A16
O00399,DCTN6,Dynactin subunit 6
Q13308,PTK7,Inactive tyrosine-protein kinase 7
P23276,KEL,Kell blood group glycoprotein
Q9UPY6,WASF3,Actin-binding protein WASF3
Q8WUW1,BRK1,Protein BRICK1
O95466,FMNL1,Formin-like protein 1
Q9NS71,GKN1,Gastrokine-1
Q9UJ72,ANXA10,Annexin A10
P30519,HMOX2,Heme oxygenase 2
Q86Z14,KLB,Beta-klotho
Q6UXK2,ISLR2,Immunoglobulin superfamily containing leucine-rich repeat protein 2
Q92917,GPKOW,G-patch domain and KOW motifs-containing protein
P42892,ECE1,Endothelin-converting enzyme 1
Q9UHV9,PFDN2,Prefoldin subunit 2
Q92851,CASP10,Caspase-10
Q9NQ88,TIGAR,Fructose-2
Q96B36,AKT1S1,Proline-rich AKT1 substrate 1
O95994,AGR2,Anterior gradient protein 2 homolog
P16444,DPEP1,Dipeptidase 1
Q9Y4K4,MAP4K5,Mitogen-activated protein kinase kinase kinase kinase 5
O95256,IL18RAP,Interleukin-18 receptor accessory protein
P52943,CRIP2,Cysteine-rich protein 2
P63098,PPP3R1,Calcineurin subunit B type 1
P14868,DARS1,Aspartate--tRNA ligase
Q9Y6D9,MAD1L1,Mitotic spindle assembly checkpoint protein MAD1
O14944,EREG,Proepiregulin
Q86WV1,SKAP1,Src kinase-associated phosphoprotein 1
P29218,IMPA1,Inositol monophosphatase 1
P18031,PTPN1,Tyrosine-protein phosphatase non-receptor type 1
P36269,GGT5,Glutathione hydrolase 5 proenzyme
Q16740,CLPP,ATP-dependent Clp protease proteolytic subunit
P05231,IL6,Interleukin-6
Q92932,PTPRN2,Receptor-type tyrosine-protein phosphatase N2
Q9HAN9,NMNAT1,Nicotinamide/nicotinic acid mononucleotide adenylyltransferase 1
O95727,CRTAM,Cytotoxic and regulatory T-cell molecule
P15509,CSF2RA,Granulocyte-macrophage colony-stimulating factor receptor subunit alpha
P11464,PSG1,Pregnancy-specific beta-1-glycoprotein 1
Q8NBI3,DRAXIN,Draxin
O00559,EBAG9,Receptor-binding cancer antigen expressed on SiSo cells
Q9BZM5,ULBP2,UL16-binding protein 2
P01138,NGF,Beta-nerve growth factor
Q96IU4,ABHD14B,Putative protein-lysine deacylase ABHD14B
Q8TCT1,PHOSPHO1,Phosphoethanolamine/phosphocholine phosphatase
P78560,CRADD,Death domain-containing protein CRADD
Q08629,SPOCK1,Testican-1
P09466,PAEP,Glycodelin
O00308,WWP2,NEDD4-like E3 ubiquitin-protein ligase WWP2
P07741,APRT,Adenine phosphoribosyltransferase
Q8IUN9,CLEC10A,C-type lectin domain family 10 member A
Q9HD42,CHMP1A,Charged multivesicular body protein 1a
Q02083,NAAA,N-acylethanolamine-hydrolyzing acid amidase
P50453,SERPINB9,Serpin B9
O60609,GFRA3,GDNF family receptor alpha-3
Q9UBT3,DKK4,Dickkopf-related protein 4
P52798,EFNA4,Ephrin-A4
Q2TAL6,VWC2,Brorin
Q13451,FKBP5,Peptidyl-prolyl cis-trans isomerase FKBP5
Q2MKA7,RSPO1,R-spondin-1
Q96NZ8,WFIKKN1,WAP
Q9H5V8,CDCP1,CUB domain-containing protein 1
P38484,IFNGR2,Interferon gamma receptor 2
Q15814,TBCC,Tubulin-specific chaperone C
Q14108,SCARB2,Lysosome membrane protein 2
P78333,GPC5,Glypican-5
Q9Y6Y9,LY96,Lymphocyte antigen 96
O43155,FLRT2,Leucine-rich repeat transmembrane protein FLRT2
Q9H3S3,TMPRSS5,Transmembrane protease serine 5
Q53H47,SETMAR,Histone-lysine N-methyltransferase SETMAR
P16278,GLB1,Beta-galactosidase
P08134,RHOC,Rho-related GTP-binding protein RhoC
Q8NFP4,MDGA1,MAM domain-containing glycosylphosphatidylinositol anchor protein 1
P40222,TXLNA,Alpha-taxilin
O43557,TNFSF14,Tumor necrosis factor ligand superfamily member 14
P48740,MASP1,Mannan-binding lectin serine protease 1
O95630,STAMBP,STAM-binding protein
Q6XZF7,DNMBP,Dynamin-binding protein
Q92752,TNR,Tenascin-R
Q6P1N0,CC2D1A,Coiled-coil and C2 domain-containing protein 1A
Q8WV92,MITD1,MIT domain-containing protein 1
Q02790,FKBP4,Peptidyl-prolyl cis-trans isomerase FKBP4
P06748,NPM1,Nucleophosmin
Q06830,PRDX1,Peroxiredoxin-1
P22079,LPO,Lactoperoxidase
