UniProt ID,Gene,Protein name
Q13901,C1D,Nuclear nucleic acid-binding protein C1D
Q9UKX7,NUP50,Nuclear pore complex protein Nup50
Q99567,NUP88,Nuclear pore complex protein Nup88
P52948,NUP98,Nuclear pore complex protein Nup98-Nup96
P0DM63,NPIPA8,Nuclear pore complex-interacting protein family member A8
Q92617,NPIPB3,Nuclear pore complex-interacting protein family member B3
P37198,NUP62,Nuclear pore glycoprotein p62
Q8TEM1,NUP210,Nuclear pore membrane glycoprotein 210
Q5VU65,NUP210L,Nuclear pore membrane glycoprotein 210-like
Q9UHQ1,NARF,Nuclear prelamin A recognition factor
P82979,SARNP,Nuclear protein Hcc-1
Q8TAT6,NPLOC4,Nuclear protein localization protein 4 homolog
Q8TC05,MDM1,Nuclear protein MDM1
Q15466,NR0B2,Nuclear receptor 0B2
Q86WQ0,NR2C2AP,Nuclear receptor 2C2-associated protein
Q15788,NCOA1,Nuclear receptor coactivator 1
Q15596,NCOA2,Nuclear receptor coactivator 2
Q9Y6Q9,NCOA3,Nuclear receptor coactivator 3
Q13772,NCOA4,Nuclear receptor coactivator 4
Q8NI08,NCOA7,Nuclear receptor coactivator 7
O75376,NCOR1,Nuclear receptor corepressor 1
Q92753,RORB,Nuclear receptor ROR-beta
P51449,RORC,Nuclear receptor ROR-gamma
P20393,NR1D1,Nuclear receptor subfamily 1 group D member 1
Q14995,NR1D2,Nuclear receptor subfamily 1 group D member 2
P22736,NR4A1,Nuclear receptor subfamily 4 group A member 1
O00482,NR5A2,Nuclear receptor subfamily 5 group A member 2
Q96F24,NRBF2,Nuclear receptor-binding factor 2
Q9UHY1,NRBP1,Nuclear receptor-binding protein
Q9NSY0,NRBP2,Nuclear receptor-binding protein 2
Q9NQ35,NRIP3,Nuclear receptor-interacting protein 3
Q16656,NRF1,Nuclear respiratory factor 1
Q9UBU9,NXF1,Nuclear RNA export factor 1
Q9GZY0,NXF2,Nuclear RNA export factor 2
P23511,NFYA,Nuclear transcription factor Y subunit alpha
P61970,NUTF2,Nuclear transport factor 2
O15381,NVL,Nuclear valosin-containing protein-like
Q9Y2C4,EXOG,"Nuclease EXOG, mitochondrial"
P67809,YBX1,Nuclease-sensitive element-binding protein 1
Q13686,ALKBH1,Nucleic acid dioxygenase ALKBH1
Q02818,NUCB1,Nucleobindin-1
P80303,NUCB2,Nucleobindin-2
Q9Y3C1,NOP16,Nucleolar protein 16
Q96MY1,NOL4L,Nucleolar protein 4-like
Q9NP64,ZCCHC17,Nucleolar protein of 40 kDa
Q9NR30,DDX21,Nucleolar RNA helicase 2
P17480,UBTF,Nucleolar transcription factor 1
P19338,NCL,Nucleolin
P31483,TIA1,Nucleolysin TIA-1 isoform p40
Q01085,TIAL1,Nucleolysin TIAR
P06748,NPM1,Nucleophosmin
P06748,NPM1,Nucleophosmin
Q86SE8,NPM2,Nucleoplasmin-2
Q8NFH4,NUP37,Nucleoporin Nup37
Q8NFH5,NUP35,Nucleoporin NUP53
Q7Z3B4,NUP54,Nucleoporin p54
Q96EE3,SEH1L,Nucleoporin SEH1
Q9H1M0,NUP62CL,Nucleoporin-62 C-terminal-like protein
Q6DKJ4,NXN,Nucleoredoxin
Q13232,NME3,Nucleoside diphosphate kinase 3
Q9Y5B8,NME7,Nucleoside diphosphate kinase 7
P15531,NME1,Nucleoside diphosphate kinase A
P22392,NME2,Nucleoside diphosphate kinase B
O00746,NME4,"Nucleoside diphosphate kinase, mitochondrial"
P53370,NUDT6,Nucleoside diphosphate-linked moiety X motif 6
P55209,NAP1L1,Nucleosome assembly protein 1-like 1
Q9ULW6,NAP1L2,Nucleosome assembly protein 1-like 2
Q99733,NAP1L4,nucleosome assembly protein 1-like 4
Q12830,BPTF,Nucleosome-remodeling factor subunit BPTF
Q9H173,SIL1,Nucleotide exchange factor SIL1
Q9NV35,NUDT15,Nucleotide triphosphate diphosphatase NUDT15
P53384,NUBP1,Nucleotide-binding protein 1
Q8WVJ2,NUDCD2,NudC domain-containing protein 2
Q8IVD9,NUDCD3,NudC domain-containing protein 3
Q9Y6R0,NUMBL,Numb-like protein
Q8IXM6,NRM,Nurim
Q5VZR2,NUTM2G,NUT family member 2G
Q8N912,NRAC,Nutritionally-regulated adipose and cardiac enriched protein homolog
Q96DL1,NXPE2,NXPE family member 2
Q9BQ69,MACROD1,O-acetyl-ADP-ribose deacetylase MACROD1
A1Z1Q3,MACROD2,O-acetyl-ADP-ribose deacetylase MACROD2
Q9HD40,SEPSECS,O-phosphoseryl-tRNA(Sec) selenium transferase
Q9UBU3,GHRL,Obestatin
Q9NTK5,OLA1,Obg-like ATPase 1
Q16625,OCLN,Occludin
Q9H607,OCEL1,Occludin/ELL domain-containing protein 1
Q9NX40,OCIAD1,OCIA domain-containing protein 1
Q9NX40,OCIAD1,OCIA domain-containing protein 1
Q9NY56,OBP2A,Odorant-binding protein 2a
Q9NPH6,OBP2B,Odorant-binding protein 2b
Q6UX06,OLFM4,Olfactomedin-4
Q6UWY5,OLFML1,Olfactomedin-like protein 1
Q9NRN5,OLFML3,Olfactomedin-like protein 3
Q9NRN5,OLFML3,Olfactomedin-like protein 3
P47874,OMP,Olfactory marker protein
Q8NGR1,OR13A1,Olfactory receptor 13A1
P0C617,OR5AL1,Olfactory receptor 5AL1
Q8TAK6,OLIG1,Oligodendrocyte transcription factor 1
Q13516,OLIG2,Oligodendrocyte transcription factor 2
Q7RTU3,OLIG3,Oligodendrocyte transcription factor 3
P23515,OMG,Oligodendrocyte-myelin glycoprotein
O60890,OPHN1,Oligophrenin-1
Q9Y3B8,REXO2,"Oligoribonuclease, mitochondrial"
Q9NQR4,NIT2,Omega-amidase NIT2
Q8WWZ8,OIT3,Oncoprotein-induced transcript 3 protein
P13725,OSM,Oncostatin-M
P13725,OSM,Oncostatin-M
Q99650,OSMR,Oncostatin-M-specific receptor subunit beta
Q86WS3,OOSP2,Oocyte-secreted protein 2
Q96PE5,OPALIN,Opalin
Q9NZT2,OGFR,Opioid growth factor receptor
Q14982,OPCML,Opioid-binding protein/cell adhesion molecule
Q14982,OPCML,Opioid-binding protein/cell adhesion molecule
Q99935,OPRPN,Opiorphin prepropeptide
Q6U736,OPN5,Opsin-5
Q9UBM4,OPTC,Opticin
Q9UBM4,OPTC,Opticin
Q96CV9,OPTN,Optineurin
Q8WV07,LTO1,Oral cancer-overexpressed protein 1
P83859,QRFP,Orexigenic neuropeptide QRFP
O43929,ORC4,Origin recognition complex subunit 4
Q9Y5N6,ORC6,Origin recognition complex subunit 6
Q53FV1,ORMDL2,ORM1-like protein 2
P04181,OAT,"Ornithine aminotransferase, mitochondrial"
P00480,OTC,"Ornithine carbamoyltransferase, mitochondrial"
P11926,ODC1,Ornithine decarboxylase
P54368,OAZ1,Ornithine decarboxylase antizyme 1
P10588,NR2F6,Orphan nuclear receptor EAR-2
Q92570,NR4A3,Orphan nuclear receptor NR4A3
Q9GZN6,SLC6A16,Orphan sodium- and chloride-dependent neurotransmitter transporter NTT5
P02818,BGLAP,Osteocalcin
P02818,BGLAP,Osteocalcin
Q8IYS5,OSCAR,Osteoclast-associated immunoglobulin-like receptor
Q8IYS5,OSCAR,Osteoclast-associated immunoglobulin-like receptor
Q92882,OSTF1,Osteoclast-stimulating factor 1
P61366,OSTN,Osteocrin
Q99983,OMD,Osteomodulin
Q99983,OMD,Osteomodulin
Q86WC4,OSTM1,Osteopetrosis-associated transmembrane protein 1
P10451,SPP1,Osteopontin
Q02509,OC90,Otoconin 90
A6NHN0,OTOL1,Otolin-1
Q9NRC9,OTOR,Otoraplin
Q5T2D3,OTUD3,OTU domain-containing protein 3
Q96G74,OTUD5,OTU domain-containing protein 5
Q6GQQ9,OTUD7B,OTU domain-containing protein 7B
Q86UD1,OAF,Out at first protein homolog
Q3SX64,ODF3L2,Outer dense fiber protein 3-like protein 2
Q15743,GPR68,Ovarian cancer G-protein coupled receptor 1
P41217,CD200,OX-2 membrane glycoprotein
Q9UJX0,OSGIN1,Oxidative stress-induced growth inhibitor 1
Q9NX31,OSER1,Oxidative stress-responsive serine-rich protein 1
P78380,OLR1,Oxidized low-density lipoprotein receptor 1
P78380,OLR1,Oxidized low-density lipoprotein receptor 1
P78380,OLR1,Oxidized low-density lipoprotein receptor 1
Q99497,PARK7,Oxidized Protein deglycase DJ-1
Q9BUP3,HTATIP2,Oxidoreductase HTATIP2
Q9BUP3,HTATIP2,Oxidoreductase HTATIP2
Q96HP4,OXNAD1,Oxidoreductase NAD-binding domain-containing protein 1
Q5BKU9,OXLD1,Oxidoreductase-like domain-containing protein 1
P36551,CPOX,"Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial"
P22059,OSBP,Oxysterol-binding protein 1
Q9BXW6,OSBPL1A,Oxysterol-binding protein-related protein 1
Q9BXB4,OSBPL11,Oxysterol-binding protein-related protein 11
Q9H1P3,OSBPL2,Oxysterol-binding protein-related protein 2
Q9H0X9,OSBPL5,Oxysterol-binding protein-related protein 5
Q96SU4,OSBPL9,Oxysterol-binding protein-related protein 9
Q13133,NR1H3,Oxysterols receptor LXR-alpha
P55055,NR1H2,Oxysterols receptor LXR-beta
P01178,OXT,Oxytocin-neurophysin 1
P01178,OXT,Oxytocin-neurophysin 1
P16109,SELP,P-selectin
Q14242,SELPLG,P-selectin glycoprotein ligand 1:Cytoplasmic domain
Q14242,SELPLG,P-selectin glycoprotein ligand 1:Extracellular domain
P42771,CDKN2A,p16-INK4
Q9UBL9,P2RX2,P2X purinoceptor 2
Q99571,P2RX4,P2X purinoceptor 4
O15547,P2RX6,P2X purinoceptor 6
Q9H244,P2RY12,P2Y purinoceptor 12
P41231,P2RY2,P2Y purinoceptor 2
Q9NUG6,PDRG1,p53 and DNA damage-regulated protein 1
Q96FX8,PERP,p53 apoptosis effector related to PMP-22
Q9HB75,PIDD1,p53-induced death domain-containing protein 1
P05120,SERPINB2,PAI-2
Q02962,PAX2,Paired box protein Pax-2
P23760,PAX3,Paired box protein Pax-3
O43316,PAX4,Paired box protein Pax-4
Q06710,PAX8,Paired box protein Pax-8
Q9UKJ1,PILRA,Paired immunoglobulin-like type 2 receptor alpha
Q9UKJ1,PILRA,Paired immunoglobulin-like type 2 receptor alpha isoform FDF03-deltaTM
Q9UKJ1,PILRA,Paired immunoglobulin-like type 2 receptor alpha isoform FDF03-M14
Q9UKJ0,PILRB,Paired immunoglobulin-like type 2 receptor beta
P54821,PRRX1,Paired mesoderm homeobox protein 1
Q9NTI7,INKA2,PAK4-inhibitor INKA2
Q8WX93,PALLD,Palladin
Q9NP74,PALMD,Palmdelphin
Q6P988,NOTUM,Palmitoleoyl-protein carboxylesterase NOTUM
P50897,PPT1,Palmitoyl-protein thioesterase 1
Q96GR4,ZDHHC12,Palmitoyltransferase ZDHHC12
Q504Q3,PAN2,PAN2-PAN3 deadenylation complex catalytic subunit PAN2
Q7RTS3,PTF1A,Pancreas transcription factor 1 subunit alpha
P52945,PDX1,Pancreas/duodenum homeobox protein 1
P04746,AMY2A,Pancreatic alpha-amylase
P01298,PPY,Pancreatic hormone
P54317,PNLIPRP2,Pancreatic lipase-related protein 2
P54317,PNLIPRP2,Pancreatic lipase-related protein 2
P55259,GP2,Pancreatic secretory granule membrane major glycoprotein GP2
P55259,GP2,Pancreatic secretory granule membrane major glycoprotein GP2
P16233,PNLIP,Pancreatic triacylglycerol lipase
Q96RD7,PANX1,Pannexin-1
Q8TE04,PANK1,Pantothenate kinase 1
Q9BZ23,PANK2,"Pantothenate kinase 2, mitochondrial"
Q9H999,PANK3,Pantothenate kinase 3
O95428,PAPLN,Papilin
Q9BXP8,PAPPA2,Pappalysin-2
Q6P1J9,CDC73,Parafibromin
O75781,PALM,Paralemmin-1
Q9UL42,PNMA2,Paraneoplastic antigen Ma2
Q9UL41,PNMA3,Paraneoplastic antigen Ma3
Q96PV4,PNMA5,Paraneoplastic antigen-like protein 5
P0CW24,PNMA6A,Paraneoplastic antigen-like protein 6A
Q15165,PON2,Paraoxonase 2
Q8WXF1,PSPC1,Paraspeckle component 1
P01270,PTH,Parathyroid hormone
P49190,PTH2R,Parathyroid hormone 2 receptor
P12272,PTHLH,Parathyroid hormone-related protein
Q03431,PTH1R,Parathyroid hormone/parathyroid hormone-related peptide receptor
P01270,PTH,Parathyroid Hormone1-34
Q8NB37,GATD1,Parkinson disease 7 domain-containing protein 1
Q86YC2,PALB2,Partner and localizer of BRCA2
Q96RG2,PASK,PAS domain-containing serine/threonine-protein kinase
Q96AD5,PNPLA2,Patatin-like phospholipase domain-containing protein 2
Q3KNS1,PTCHD3,Patched domain-containing protein 3
Q6ZW49,PAXIP1,PAX-interacting protein 1
P49023,PXN,Paxillin
Q9BTK6,PAGR1,PAXIP1-associated protein 1
Q96HM7,PCED1B,PC-esterase domain-containing protein 1B
O75475,PSIP1,PC4 and SFRS1-interacting protein
Q15004,PCLAF,PCNA-associated factor
O00151,PDLIM1,PDZ and LIM domain protein 1
Q96JY6,PDLIM2,PDZ and LIM domain protein 2
Q53GG5,PDLIM3,PDZ and LIM domain protein 3
P50479,PDLIM4,PDZ and LIM domain protein 4
Q96HC4,PDLIM5,PDZ and LIM domain protein 5
Q9NR12,PDLIM7,PDZ and LIM domain protein 7
Q5EBL8,PDZD11,PDZ domain-containing protein 11
Q9H5P4,PDZD7,PDZ domain-containing protein 7
Q8IXQ8,PDZD9,PDZ domain-containing protein 9
O14908,GIPC1,PDZ domain-containing protein GIPC1
O14908,GIPC1,PDZ domain-containing protein GIPC1
Q8TF65,GIPC2,PDZ domain-containing protein GIPC2
Q8TF64,GIPC3,PDZ domain-containing protein GIPC3
Q9H6Y5,MAGIX,PDZ domain-containing protein MAGIX
Q9H6Y5,MAGIX,PDZ domain-containing protein MAGIX
O15018,PDZD2,PDZD2
Q9UBV8,PEF1,Peflin
O43511,SLC26A4,Pendrin
Q8WV60,PTCD2,"Pentatricopeptide repeat-containing protein 2, mitochondrial"
P26022,PTX3,Pentraxin-related protein PTX3
P0DJD7,PGA4,Pepsin A-4
P20142,PGC,Pepsinogen II
O43692,PI15,Peptidase inhibitor 15
Q9H3Y0,R3HDML,Peptidase inhibitor R3HDML
Q9UGC7,MTRF1L,"Peptide chain release factor 1-like, mitochondrial"
P10082,PYY,Peptide YY
Q96IV0,NGLY1,Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase
O75594,PGLYRP1,Peptidoglycan recognition protein 1
O75594,PGLYRP1,Peptidoglycan recognition protein 1
Q96LB9,PGLYRP3,Peptidoglycan recognition protein 3
Q96LB8,PGLYRP4,Peptidoglycan recognition protein I-beta
P19021,PAM,Peptidyl-glycine alpha-amidating monooxygenase
P19021,PAM,Peptidyl-glycine alpha-amidating monooxygenase
P62937,PPIA,Peptidyl-prolyl cis-trans isomerase A
F5H284,PPIAL4D,Peptidyl-prolyl cis-trans isomerase A-like 4D
A0A075B759,PPIAL4E,Peptidyl-prolyl cis-trans isomerase A-like 4E
P23284,PPIB,Peptidyl-prolyl cis-trans isomerase B
P45877,PPIC,Peptidyl-prolyl cis-trans isomerase C
Q6UX04,CWC27,Peptidyl-prolyl cis-trans isomerase CWC27 homolog
Q08752,PPID,Peptidyl-prolyl cis-trans isomerase D
Q9UNP9,PPIE,Peptidyl-prolyl cis-trans isomerase E
P30405,PPIF,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial"
P30405,PPIF,"Peptidyl-prolyl cis-trans isomerase F, mitochondrial"
Q9NWM8,FKBP14,Peptidyl-prolyl cis-trans isomerase FKBP14
P68106,FKBP1B,Peptidyl-prolyl cis-trans isomerase FKBP1B
P26885,FKBP2,Peptidyl-prolyl cis-trans isomerase FKBP2
Q00688,FKBP3,Peptidyl-prolyl cis-trans isomerase FKBP3
Q02790,FKBP4,Peptidyl-prolyl cis-trans isomerase FKBP4
Q9Y680,FKBP7,Peptidyl-prolyl cis-trans isomerase FKBP7
Q13427,PPIG,Peptidyl-prolyl cis-trans isomerase G
O43447,PPIH,Peptidyl-prolyl cis-trans isomerase H
Q13526,PIN1,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1
Q13526,PIN1,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 1
Q9Y237,PIN4,Peptidyl-prolyl cis-trans isomerase NIMA-interacting 4
Q9Y3C6,PPIL1,Peptidyl-prolyl cis-trans isomerase-like 1
Q13356,PPIL2,Peptidyl-prolyl cis-trans isomerase-like 2
Q9H2H8,PPIL3,Peptidyl-prolyl cis-trans isomerase-like 3
Q9Y3E5,PTRH2,"Peptidyl-tRNA hydrolase 2, mitochondrial"
Q14197,MRPL58,"Peptidyl-tRNA hydrolase ICT1, mitochondrial"
Q14197,MRPL58,"Peptidyl-tRNA hydrolase ICT1, mitochondrial"
Q96BP3,PPWD1,Peptidylprolyl isomerase domain and WD repeat-containing protein 1
P55201,BRPF1,Peregrin
Q9BXM0,PRX,Periaxin
O95613,PCNT,Pericentrin
O60240,PLIN1,Perilipin
O60664,PLIN3,Perilipin-3
Q15063,POSTN,Periostin
Q15063,POSTN,Periostin
Q01453,PMP22,Peripheral myelin protein 22
O14936,CASK,Peripheral plasma membrane protein CASK
P41219,PRPH,Peripherin
Q8NEY8,PPHLN1,Periphilin-1
O60437,PPL,Periplakin
Q92626,PXDN,Peroxidasin homolog
A1KZ92,PXDNL,Peroxidasin-like protein
Q06830,PRDX1,Peroxiredoxin-1
Q13162,PRDX4,Peroxiredoxin-4
P30044,PRDX5,"Peroxiredoxin-5, mitochondrial"
P30041,PRDX6,Peroxiredoxin-6
Q9NUI1,DECR2,"Peroxisomal 2,4-dienoyl-CoA reductase"
Q15067,ACOX1,Peroxisomal acyl-coenzyme A oxidase 1
Q99424,ACOX2,Peroxisomal acyl-coenzyme A oxidase 2
Q9UKG9,CROT,Peroxisomal carnitine O-octanoyltransferase
P0C024,NUDT7,Peroxisomal coenzyme A diphosphatase NUDT7
Q96HA9,PEX11G,Peroxisomal membrane protein 11C
O75381,PEX14,Peroxisomal membrane protein PEX14:C-term
O75381,PEX14,Peroxisomal membrane protein PEX14:N-term
P51659,HSD17B4,Peroxisomal multifunctional enzyme type 2
Q9BQG2,NUDT12,Peroxisomal NADH pyrophosphatase NUDT12
Q9P0Z9,PIPOX,Peroxisomal sarcosine oxidase
P50542,PEX5,Peroxisomal targeting signal 1 receptor
Q9BY49,PECR,Peroxisomal trans-2-enoyl-CoA reductase
Q13608,PEX6,Peroxisome assembly factor 2
Q7Z412,PEX26,Peroxisome assembly protein 26
O43933,PEX1,Peroxisome biogenesis factor 1
P28328,PEX2,Peroxisome biogenesis factor 2
P37231,PPARG,Peroxisome proliferator activated receptor gamma
Q07869,PPARA,Peroxisome proliferator-activated receptor alpha
Q9UBK2,PPARGC1A,Peroxisome proliferator-activated receptor gamma coactivator 1-alpha
O60542,PSPN,Persephin
O95571,ETHE1,"Persulfide dioxygenase ETHE1, mitochondrial"
O00541,PES1,Pescadillo homolog
Q8WW12,PCNP,PEST proteolytic signal-containing nuclear protein
Q8IYB4,PEX5L,PEX5-related protein
Q15124,PGM5,PGM5
A5PKW4,PSD,PH and SEC7 domain-containing protein 1
Q9BQI7,PSD2,PH and SEC7 domain-containing protein 2
Q9NYI0,PSD3,PH and SEC7 domain-containing protein 3
O60346,PHLPP1,PH domain leucine-rich repeat-containing protein phosphatase 1
Q9UIL8,PHF11,PHD finger protein 11
Q86YI8,PHF13,PHD finger protein 13
Q9BVI0,PHF20,PHD finger protein 20
Q9UPV7,PHF24,PHD finger protein 24
Q92576,PHF3,PHD finger protein 3
Q8IWS0,PHF6,PHD finger protein 6
O95363,FARS2,"Phenylalanine--tRNA ligase, mitochondrial"
Q9Y285,FARSA,Phenylalanyl-tRNA synthetase alpha chain
P11086,PNMT,Phenylethanolamine N-methyltransferase
Q13794,PMAIP1,Phorbol-12-myristate-13-acetate-induced protein 1
P20941,PDC,Phosducin
Q13371,PDCL,Phosducin-like protein
Q8N4E4,PDCL2,Phosducin-like protein 2
Q9H2J4,PDCL3,Phosducin-like protein 3
O75167,PHACTR2,Phosphatase and actin regulator 2
P78562,PHEX,Phosphate-regulating neutral endopeptidase
Q96BW9,TAMM41,"Phosphatidate cytidylyltransferase, mitochondrial"
Q14693,LPIN1,Phosphatidate phosphatase LPIN1
Q92539,LPIN2,Phosphatidate phosphatase LPIN2
Q5VZY2,PLPP4,Phosphatidate phosphatase PPAPDC1A
Q9UKL6,PCTP,Phosphatidylcholine transfer protein
P04180,LCAT,Phosphatidylcholine-sterol acyltransferase
Q9UBM1,PEMT,Phosphatidylethanolamine N-methyltransferase
P30086,PEBP1,Phosphatidylethanolamine-binding protein 1
Q96S96,PEBP4,Phosphatidylethanolamine-binding protein 4
Q8WUK0,PTPMT1,Phosphatidylglycerophosphatase and protein-tyrosine phosphatase 1
Q9Y2H2,INPP5F,Phosphatidylinositide phosphatase SAC2
Q8NEB9,PIK3C3,Phosphatidylinositol 3-kinase catalytic subunit type 3
P27986,PIK3R1,Phosphatidylinositol 3-kinase regulatory subunit alpha
P60484,PTEN,"Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN"
Q70Z35,PREX2,"Phosphatidylinositol 3,4,5-trisphosphate-dependent Rac exchanger 2 protein"
Q9BTU6,PI4K2A,Phosphatidylinositol 4-kinase type 2-alpha
Q8TCG2,PI4K2B,Phosphatidylinositol 4-kinase type 2-beta
O00443,PIK3C2A,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha
O60331,PIP5K1C,Phosphatidylinositol 4-phosphate 5-kinase type-1 gamma
P48736,PIK3CG,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform"
P48426,PIP4K2A,Phosphatidylinositol 5-phosphate 4-kinase type-2 alpha
P78356,PIP4K2B,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta
P78356,PIP4K2B,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta
Q8TBX8,PIP4K2C,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma
Q14442,PIGH,Phosphatidylinositol N-acetylglucosaminyltransferase subunit H
Q3MUY2,PIGY,Phosphatidylinositol N-acetylglucosaminyltransferase subunit Y
Q00169,PITPNA,Phosphatidylinositol transfer protein alpha isoform
P48739,PITPNB,Phosphatidylinositol transfer protein beta isoform
O00329,PIK3CD,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta isoform"
Q13492,PICALM,Phosphatidylinositol-binding clathrin assembly protein
Q8TBF5,PIGX,Phosphatidylinositol-glycan biosynthesis class X protein
P80108,GPLD1,Phosphatidylinositol-glycan-specific phospholipase D
O95394,PGM3,Phosphoacetylglucosamine mutase
Q16822,PCK2,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial"
Q16822,PCK2,"Phosphoenolpyruvate carboxykinase [GTP], mitochondrial"
P35558,PCK1,"Phosphoenolpyruvate carboxykinase, cytosolic [GTP]"
Q8TCT1,PHOSPHO1,Phosphoethanolamine/phosphocholine phosphatase
Q86VP3,PACS2,Phosphofurin acidic cluster sorting protein 2
P36871,PGM1,Phosphoglucomutase-1
Q96G03,PGM2,Phosphoglucomutase-2
P00558,PGK1,Phosphoglycerate kinase 1
P07205,PGK2,Phosphoglycerate kinase 2
P18669,PGAM1,Phosphoglycerate mutase 1
P15259,PGAM2,Phosphoglycerate mutase 2
Q6ZUJ8,PIK3AP1,Phosphoinositide 3-kinase adapter protein 1
Q96FE7,PIK3IP1,Phosphoinositide-3-kinase-interacting protein 1
Q9Y263,PLAA,Phospholipase A-2-activating protein
Q53H76,PLA1A,Phospholipase A1 member A
P04054,PLA2G1B,Phospholipase A2
P14555,PLA2G2A,"Phospholipase A2, membrane associated"
Q8WU67,ABHD3,Phospholipase ABHD3
Q6P4A8,PLBD1,Phospholipase B-like 1
Q8IV08,PLD3,Phospholipase D3
O94830,DDHD2,Phospholipase DDHD2
P36969,GPX4,"Phospholipid hydroperoxide glutathione peroxidase, mitochondrial"
O14495,PLPP3,Phospholipid phosphatase 3
Q8TBJ4,PLPPR1,Phospholipid phosphatase-related protein type 1
Q9NRY6,PLSCR3,Phospholipid scramblase 3
A0PG75,PLSCR5,Phospholipid scramblase family member 5
P55058,PLTP,Phospholipid transfer protein
P55058,PLTP,Phospholipid transfer protein
Q92871,PMM1,Phosphomannomutase 1
O15305,PMM2,Phosphomannomutase 2
Q15126,PMVK,Phosphomevalonate kinase
Q9HAB8,PPCS,Phosphopantothenate--cysteine ligase
Q96CD2,PPCDC,Phosphopantothenoylcysteine decarboxylase
Q14558,PRPSAP1,Phosphoribosyl pyrophosphate synthase-associated protein 1
O60256,PRPSAP2,Phosphoribosyl pyrophosphate synthase-associated protein 2
Q9NRG1,PRTFDC1,Phosphoribosyltransferase domain-containing protein 1
P46019,PHKA2,"Phosphorylase b kinase regulatory subunit alpha, liver isoform"
P46020,PHKA1,"Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform"
Q9H814,PHAX,Phosphorylated adapter RNA export protein
Q9Y617,PSAT1,Phosphoserine aminotransferase
P78330,PSPH,Phosphoserine phosphatase
Q96BW5,PTER,Phosphotriesterase-related protein
Q68BL8,OLFML2B,Photomedin-2
Q9HBI6,CYP4F11,Phylloquinone omega-hydroxylase CYP4F11
Q5SRE7,PHYHD1,Phytanoyl-CoA dioxygenase domain-containing protein 1
O14832,PHYH,"Phytanoyl-CoA dioxygenase, peroxisomal"
Q92561,PHYHIP,Phytanoyl-CoA hydroxylase-interacting protein
Q96FC7,PHYHIPL,Phytanoyl-CoA hydroxylase-interacting protein-like
Q9NUJ7,PLCXD1,PI-PLC X domain-containing protein 1
Q63HM9,PLCXD3,PI-PLC X domain-containing protein 3
Q92508,PIEZO1,Piezo-type mechanosensitive ion channel component 1
Q96JS3,PGBD1,PiggyBac transposable element-derived protein 1
P36955,SERPINF1,Pigment epithelium-derived factor
P36955,SERPINF1,Pigment epithelium-derived factor
Q9NWS0,PIH1D1,PIH1 domain-containing protein 1
Q8WWB5,PIH1D2,PIH1 domain-containing protein 2
P27986 | P42336,PIK3R1 | PIK3CA,PIK3CA/PIK3R1
Q63HQ2,EGFLAM,Pikachurin
Q8IYJ0,PIANP,PILR alpha-associated neural protein
Q8IYJ0,PIANP,PILR alpha-associated neural protein
Q96BK5,PINX1,PIN2/TERF1-interacting telomerase inhibitor 1
Q9H307,PNN,Pinin
O00625,PIR,Pirin
Q8NHP7,EXD1,piRNA biogenesis protein EXD1
P21127,CDK11B,PITSLRE serine/threonine-protein kinase CDC2L1
P18509,ADCYAP1,Pituitary adenylate cyclase-activating polypeptide
P18509,ADCYAP1,Pituitary adenylate cyclase-activating polypeptide 27
P18509,ADCYAP1,Pituitary adenylate cyclase-activating polypeptide 38
P18509,ADCYAP1,Pituitary adenylate cyclase-activating polypeptide 38
P41586,ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor
Q99697,PITX2,Pituitary homeobox 2
O75364,PITX3,Pituitary homeobox 3
P53801,PTTG1IP,Pituitary tumor-transforming gene 1 protein-interacting protein
Q96J94,PIWIL1,Piwi-like protein 1
Q7Z3Z3,PIWIL3,Piwi-like protein 3
Q02156,PRKCE,PKC-E
A1L4L8,PLAC8L1,PLAC8-like protein 1
P49763,PGF,Placenta growth factor
Q9HBJ0,PLAC1,Placenta-specific protein 1
Q8TCE9,LGALS14,Placental protein 13-like
Q13835,PKP1,Plakophilin-1
Q99959,PKP2,Plakophilin-2
Q9Y446,PKP3,Plakophilin-3
P03952,KLKB1,Plasma kallikrein
P05155,SERPING1,Plasma protease C1 inhibitor
P05155,SERPING1,Plasma protease C1 inhibitor
P05154,SERPINA5,Plasma serine protease inhibitor
Q9BX97,PLVAP,Plasmalemma vesicle-associated protein
