UniProt ID	Gene	Protein name
P06858	LPL	Lipoprotein lipase
Q13136	PPFIA1	Liprin-alpha-1
Q96NB1	CEP20	LisH domain-containing protein FOPNL
P05451	REG1A	Lithostathine-1-alpha
P48304	REG1B	Lithostathine-1-beta
P48304	REG1B	Lithostathine-1-beta
P48304	REG1B	Lithostathine-1-beta
P23141	CES1	Liver carboxylesterase 1
P23141	CES1	Liver carboxylesterase 1
Q969E1	LEAP2	Liver-expressed antimicrobial peptide 2
P36776	LONP1	"Lon protease homolog, mitochondrial"
P28330	ACADL	"Long-chain specific acyl-CoA dehydrogenase, mitochondrial"
P06734	FCER2	Low affinity immunoglobulin epsilon Fc receptor
P12318	FCGR2A	Low affinity immunoglobulin gamma Fc region receptor II-a
P31994	FCGR2B	Low affinity immunoglobulin gamma Fc region receptor II-b
P31994	FCGR2B	Low affinity immunoglobulin gamma Fc region receptor II-b
P08637	FCGR3A	Low affinity immunoglobulin gamma Fc region receptor III-A
O75015	FCGR3B	Low affinity immunoglobulin gamma Fc region receptor III-B
Q5SW96	LDLRAP1	Low density lipoprotein receptor adapter protein 1
P24666	ACP1	Low molecular weight phosphotyrosine protein phosphatase
P01130	LDLR	Low-density lipoprotein receptor
Q86YD5	LDLRAD3	Low-density lipoprotein receptor class A domain-containing protein 3
O15165	LDLRAD4	Low-density lipoprotein receptor class A domain-containing protein 4
Q07954	LRP1	"Low-density lipoprotein receptor-related protein 1, soluble:Cytoplasmic domain"
Q07954	LRP1	"Low-density lipoprotein receptor-related protein 1, soluble:Extracellular domain, LDL receptor class A domains 11-20"
Q7Z4F1	LRP10	Low-density lipoprotein receptor-related protein 10
Q86VZ4	LRP11	Low-density lipoprotein receptor-related protein 11
Q86VZ4	LRP11	Low-density lipoprotein receptor-related protein 11
Q86VZ4	LRP11	Low-density lipoprotein receptor-related protein 11
Q9Y561	LRP12	Low-density lipoprotein receptor-related protein 12
Q9Y561	LRP12	Low-density lipoprotein receptor-related protein 12
Q9NZR2	LRP1B	Low-density lipoprotein receptor-related protein 1B
P98164	LRP2	Low-density lipoprotein receptor-related protein 2
O75096	LRP4	Low-density lipoprotein receptor-related protein 4
O75197	LRP5	Low-density lipoprotein receptor-related protein 5
O75581	LRP6	Low-density lipoprotein receptor-related protein 6
Q14114	LRP8	Low-density lipoprotein receptor-related protein 8
Q14764	MVP	LRP
Q9P2M1	LRP2BP	LRP2-binding protein
P51884	LUM	Lumican
P05455	SSB	Lupus La protein:HTH La-type RNA-binding domain
P05455	SSB	Lupus La protein:RNA recognition motif
P01229 | P01215	LHB | CGA	Luteinizing hormone
P01229	LHB	Lutropin subunit beta
P22888	LHCGR	Lutropin-choriogonadotropic hormone receptor
Q8N2G4	LYPD1	Ly6/PLAUR domain-containing protein 1
O95274	LYPD3	Ly6/PLAUR domain-containing protein 3
Q9Y5Y7	LYVE1	Lymphatic vessel endothelial hyaluronic acid receptor 1
P18627	LAG3	Lymphocyte activation gene 3 protein
P18627	LAG3	Lymphocyte activation gene 3 protein
O95867	LY6G6C	Lymphocyte antigen 6 complex locus protein G6c
O95868	LY6G6D	Lymphocyte antigen 6 complex locus protein G6d
Q14210	LY6D	Lymphocyte antigen 6D
O60449	LY75	Lymphocyte antigen 75
O95711	LY86	Lymphocyte antigen 86
P19256	CD58	Lymphocyte function-associated antigen 3
P33241	LSP1	Lymphocyte-specific protein 1
Q12912	IRAG2	Lymphoid-restricted membrane protein
Q12912	IRAG2	Lymphoid-restricted membrane protein
Q96KB5	PBK	Lymphokine-activated killer T-cell-originated protein kinase
P47992	XCL1	Lymphotactin
P47992	XCL1	Lymphotactin
P01374 | Q06643	LTA | LTB	Lymphotoxin alpha1:beta2
Q06643 | P01374	LTB | LTA	Lymphotoxin alpha2:beta1
P01374	LTA	Lymphotoxin-alpha
O43325	LYRM1	LYR motif-containing protein 1
Q15046	KARS1	Lysine--tRNA ligase
Q9H3R0	KDM4C	Lysine-specific demethylase 4C
Q8N371	KDM8	Lysine-specific demethylase 8
O60341	KDM1A	Lysine-specific histone demethylase 1A
Q7Z3D4	LYSMD3	LysM and putative peptidoglycan-binding domain-containing protein 3
Q5XG99	LYSMD4	LysM and putative peptidoglycan-binding domain-containing protein 4
Q9NPH0	ACP6	Lysophosphatidic acid phosphatase type 6
Q7L5N7	LPCAT2	Lysophosphatidylcholine acyltransferase 2
Q8N9F7	GDPD1	Lysophospholipase D GDPD1
Q5VWZ2	LYPLAL1	Lysophospholipase-like protein 1
P11117	ACP2	Lysosomal acid phosphatase
P10253	GAA	Lysosomal alpha-glucosidase
P42785	PRCP	Lysosomal Pro-X carboxypeptidase
P10619	CTSA	Lysosomal protective protein
Q14108	SCARB2	Lysosome membrane protein 2
P11279	LAMP1	Lysosome-associated membrane glycoprotein 1
P61626	LYZ	Lysozyme C
Q8N1E2	LYG1	Lysozyme g-like protein 1
Q86SG7	LYG2	Lysozyme g-like protein 2
Q7Z4W2	LYZL2	Lysozyme-like protein 2
Q9Y4K0	LOXL2	Lysyl oxidase homolog 2
P58215	LOXL3	Lysyl oxidase homolog 3
P30304	CDC25A	M-phase inducer phosphatase 1
P30305	CDC25B	M-phase inducer phosphatase 2
Q8N5G2	MACO1	Macoilin
P09603	CSF1	Macrophage colony-stimulating factor 1
P09603	CSF1	Macrophage colony-stimulating factor 1
P07333	CSF1R	Macrophage colony-stimulating factor 1 receptor
P07333	CSF1R	Macrophage colony-stimulating factor 1 receptor
Q7L5Y9	MAEA	Macrophage erythroblast attacher
P22897	MRC1	Macrophage mannose receptor 1
P39900	MMP12	Macrophage metalloelastase
P14174	MIF	Macrophage migration inhibitory factor
P14174	MIF	Macrophage migration inhibitory factor
Q9UEW3	MARCO	Macrophage receptor MARCO
Q9UEW3	MARCO	Macrophage receptor MARCO
P21757	MSR1	Macrophage scavenger receptor types I and II:Cytoplasmic domain
P21757	MSR1	Macrophage scavenger receptor types I and II:Extracellular domain
P21757	MSR1	Macrophage scavenger receptor types I and II:Extracellular domain
P21757	MSR1	Macrophage scavenger receptor types I and II:Extracellular domain
P40121	CAPG	Macrophage-capping protein
Q04912	MST1R	Macrophage-stimulating protein receptor
P34810	CD68	Macrosialin
P34810	CD68	Macrosialin
Q15013	MAD2L1BP	MAD2L1-binding protein
Q0D2K0	NIPAL4	Magnesium transporter NIPA4
Q86V88	MDP1	Magnesium-dependent phosphatase 1
Q14168	MPP2	MAGUK p55 subfamily member 2
Q8N3R9	PALS1	MAGUK p55 subfamily member 5
Q9NZW5	PALS2	MAGUK p55 subfamily member 6
Q5T2T1	MPP7	MAGUK p55 subfamily member 7
P04156	PRNP	Major prion protein
P40925	MDH1	"Malate dehydrogenase, cytoplasmic"
P40926	MDH2	"Malate dehydrogenase, mitochondrial"
P40926	MDH2	"Malate dehydrogenase, mitochondrial"
Q14165	MLEC	Malectin
O43708	GSTZ1	Maleylacetoacetate isomerase
Q9ULC4	MCTS1	Malignant T-cell-amplified sequence 1
O95822	MLYCD	"Malonyl-CoA decarboxylase, mitochondrial"
Q8NFP4	MDGA1	MAM domain-containing glycosylphosphatidylinositol anchor protein 1
Q7Z553	MDGA2	MAM domain-containing glycosylphosphatidylinositol anchor protein 2
Q7Z304	MAMDC2	MAM domain-containing protein 2
O75556	SCGB2A1	Mammaglobin-B
O75556	SCGB2A1	Mammaglobin-B
Q9UM22	EPDR1	Mammalian ependymin-related protein 1
Q9HD20	ATP13A1	Manganese-transporting ATPase 13A1
P48740	MASP1	Mannan-binding lectin serine protease 1:Mannan-binding lectin serine protease 1 heavy chain
P48740	MASP1	Mannan-binding lectin serine protease 1:Mannan-binding lectin serine protease 1 light chain
P48740	MASP1	Mannan-binding lectin serine protease 1:Sushi 1 and Sushi 2
Q96IJ6	GMPPA	Mannose-1-phosphate guanyltransferase alpha
P34949	MPI	Mannose-6-phosphate isomerase
P11226	MBL2	Mannose-binding protein C
O60476	MAN1A2	"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IB"
Q9NR34	MAN1C1	"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IC"
Q9H8J5	MANSC1	MANSC domain-containing protein 1
A6NHS7	MANSC4	MANSC domain-containing protein 4
P49137	MAPKAPK2	MAP kinase-activated protein kinase 2
Q16644	MAPKAPK3	MAP kinase-activated protein kinase 3
Q8IW41	MAPKAPK5	MAP kinase-activated protein kinase 5
Q8IW41	MAPKAPK5	MAP kinase-activated protein kinase 5
Q9BUB5	MKNK1	MAP kinase-interacting serine/threonine-protein kinase 1
P27448	MARK3	MAP/microtubule affinity-regulating kinase 3
Q9H9H5	MAP6D1	MAP6 domain-containing protein 1
P49006	MARCKSL1	MARCKS-related protein
Q8WU39	MZB1	Marginal zone B- and B1-cell-specific protein
Q8WU39	MZB1	Marginal zone B- and B1-cell-specific protein
Q16655	MLANA	MART-1
Q8N4S9	MARVELD2	MARVEL domain-containing protein 2
Q9NZD8	SPG21	Maspardin
Q8IX19	MCEMP1	Mast cell-expressed membrane protein 1
P10721	KIT	Mast/stem cell growth factor receptor Kit
O00339	MATN2	Matrilin-2
O15232	MATN3	Matrilin-3
O15232	MATN3	Matrilin-3
O95460	MATN4	Matrilin-4
P09237	MMP7	Matrilysin
P09237	MMP7	Matrilysin
Q9NQ76	MEPE	Matrix extracellular phosphoglycoprotein
P08493	MGP	Matrix Gla protein
P50281	MMP14	Matrix metalloproteinase-14
P51512	MMP16	Matrix metalloproteinase-16
P51512	MMP16	Matrix metalloproteinase-16
Q9ULZ9	MMP17	Matrix metalloproteinase-17
Q99542	MMP19	Matrix metalloproteinase-19
O60882	MMP20	Matrix metalloproteinase-20
O60882	MMP20	Matrix metalloproteinase-20
P14780	MMP9	Matrix metalloproteinase-9
P84157	MXRA7	Matrix-remodeling-associated protein 7
Q9BRK3	MXRA8	Matrix-remodeling-associated protein 8:Cytoplasmic domain
Q9BRK3	MXRA8	Matrix-remodeling-associated protein 8:Extracellular domain
Q8IWI9	MGA	MAX gene-associated protein
P50539	MXI1	MAX-interacting protein 1
Q9UH92	MLX	Max-like protein X
Q5D1E8	ZC3H12A	MCP-1 Induced Protein
Q15648	MED1	Mediator of RNA polymerase II transcription subunit 1
Q9BTT4	MED10	Mediator of RNA polymerase II transcription subunit 10
Q9P086	MED11	Mediator of RNA polymerase II transcription subunit 11
Q9H944	MED20	Mediator of RNA polymerase II transcription subunit 20
Q9H204	MED28	Mediator of RNA polymerase II transcription subunit 28
Q9NPJ6	MED4	Mediator of RNA polymerase II transcription subunit 4
P11310	ACADM	"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial"
P42679	MATK	Megakaryocyte-associated tyrosine-protein kinase
Q8TC57	M1AP	Meiosis 1 arrest protein
Q5JSS6	MEIG1	Meiosis expressed gene 1 protein homolog
Q14565	DMC1	Meiotic recombination protein DMC1/LIM15 homolog
Q8TCY5	MRAP	Melanocortin-2 receptor accessory protein
Q96G30	MRAP2	Melanocortin-2 receptor accessory protein 2
P40967	PMEL	Melanocyte protein PMEL
P43363	MAGEA10	Melanoma-associated antigen 10
P43357	MAGEA3	Melanoma-associated antigen 3
P43357	MAGEA3	Melanoma-associated antigen 3
P43358	MAGEA4	Melanoma-associated antigen 4
P43358	MAGEA4	Melanoma-associated antigen 4
P43359	MAGEA5	Melanoma-associated antigen 5
P43360	MAGEA6	Melanoma-associated antigen 6
P43360	MAGEA6	Melanoma-associated antigen 6
P43361	MAGEA8	Melanoma-associated antigen 8
Q96LZ2	MAGEB10	Melanoma-associated antigen B10
Q9Y5V3	MAGED1	Melanoma-associated antigen D1
P43121	MCAM	Melanoma-associated antigen MUC18
Q16674	MIA	Melanoma-derived growth regulatory protein
Q8N565	MREG	Melanoregulin
P15529	CD46	Membrane cofactor protein
Q9BY79	MFRP	Membrane frizzled-related protein
Q8N4V1	MMGT1	Membrane magnesium transporter 1
Q495T6	MMEL1	Membrane metallo-endopeptidase-like 1
Q6UWV7	SHISAL2A	Membrane protein FAM159A
Q8TBP5	FAM174A	Membrane protein FAM174A
Q86UL8	MAGI2	"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 2"
Q9BZ71	PITPNM3	Membrane-associated phosphatidylinositol transfer protein 3
O00264	PGRMC1	Membrane-associated progesterone receptor component 1
O15173	PGRMC2	Membrane-associated progesterone receptor component 2
O15173	PGRMC2	Membrane-associated progesterone receptor component 2
O15173	PGRMC2	"Membrane-associated progesterone receptor component 2:N-term, Isoform 2"
Q14703	MBTPS1	Membrane-bound transcription factor site-1 protease
O00255	MEN1	Menin
Q16819	MEP1A	Meprin A subunit alpha
Q16819	MEP1A	Meprin A subunit alpha
P55145	MANF	Mesencephalic astrocyte-derived neurotrophic factor
Q9H1K6	TLNRD1	Mesoderm development candidate 1
Q13421	MSLN	Mesothelin
Q14833	GRM4	Metabotropic glutamate receptor 4
Q15777	MPPED2	Metallophosphoesterase MPPED2
Q86V40	TRABD2A	Metalloprotease TIKI1
P01033	TIMP1	Metalloproteinase inhibitor 1
P01033	TIMP1	Metalloproteinase inhibitor 1
P01033	TIMP1	Metalloproteinase inhibitor 1
P16035	TIMP2	Metalloproteinase inhibitor 2
P35625	TIMP3	Metalloproteinase inhibitor 3
Q99727	TIMP4	Metalloproteinase inhibitor 4
Q15726	KISS1	Metastasis-suppressor KiSS-1
O75431	MTX2	Metaxin-2
Q641Q3	METRNL	Meteorin-like protein
Q2M296	MTHFSD	Methenyltetrahydrofolate synthase domain-containing protein
Q9NZL9	MAT2B	Methionine adenosyltransferase 2 subunit beta
P53582	METAP1	Methionine aminopeptidase 1
Q6UB28	METAP1D	"Methionine aminopeptidase 1D, mitochondrial"
P50579	METAP2	Methionine aminopeptidase 2
Q9NZV6	MSRB1	Methionine-R-sulfoxide reductase B1
Q9Y3D2	MSRB2	"Methionine-R-sulfoxide reductase B2, mitochondrial"
Q8IXL7	MSRB3	Methionine-R-sulfoxide reductase B3
P56192	MARS1	"Methionyl-tRNA synthetase, cytoplasmic"
Q9UIS9	MBD1	Methyl-CpG-binding domain protein 1
O95243	MBD4	Methyl-CpG-binding domain protein 4
P51608	MECP2	Methyl-CpG-binding protein 2
P16455	MGMT	Methylated-DNA--protein-cysteine methyltransferase
Q13825	AUH	"Methylglutaconyl-CoA hydratase, mitochondrial"
Q02252	ALDH6A1	"Methylmalonate-semialdehyde dehydrogenase [acylating], mitochondrial"
Q9Y4U1	MMACHC	Methylmalonic aciduria and homocystinuria type C protein
Q9H3L0	MMADHC	"Methylmalonic aciduria and homocystinuria type D protein, mitochondrial"
Q96PE7	MCEE	"Methylmalonyl-CoA epimerase, mitochondrial"
Q9BV20	MRI1	Methylthioribose-1-phosphate isomerase
Q96S19	METTL26	Methyltransferase-like 26
Q5JXM2	METTL24	Methyltransferase-like protein 24
Q6P1Q9	METTL2B	Methyltransferase-like protein 2B
Q03426	MVK	Mevalonate kinase
Q29983	MICA	MHC class I polypeptide-related sequence A
Q29980	MICB	MHC class I polypeptide-related sequence B
Q29980	MICB	MHC class I polypeptide-related sequence B
Q8N3F8	MICALL1	MICAL-like protein 1
Q8IY33	MICALL2	MICAL-like protein 2
Q5TGZ0	MICOS10	MICOS complex subunit MIC10
P55082	MFAP3	Microfibril-associated glycoprotein 3
P55083	MFAP4	Microfibril-associated glycoprotein 4
P55081	MFAP1	Microfibrillar-associated protein 1
P55001	MFAP2	Microfibrillar-associated protein 2
P55001	MFAP2	Microfibrillar-associated protein 2
O75121	MFAP3L	Microfibrillar-associated protein 3-like
Q13361	MFAP5	Microfibrillar-associated protein 5
Q15691	MAPRE1	Microtubule-associated protein RP/EB family member 1
Q15691	MAPRE1	Microtubule-associated protein RP/EB family member 1
Q15555	MAPRE2	Microtubule-associated protein RP/EB family member 2
Q9UPY8	MAPRE3	Microtubule-associated protein RP/EB family member 3
Q9UPY8	MAPRE3	Microtubule-associated protein RP/EB family member 3
P10636	MAPT	Microtubule-associated protein tau
A6NCE7	MAP1LC3B2	Microtubule-associated proteins 1A/1B light chain 3 beta 2
Q9H492	MAP1LC3A	Microtubule-associated proteins 1A/1B light chain 3A
Q9GZQ8	MAP1LC3B	Microtubule-associated proteins 1A/1B light chain 3B
O15021	MAST4	Microtubule-associated serine/threonine-protein kinase 4
Q5JR59	MTUS2	Microtubule-associated tumor suppressor candidate 2
P21741	MDK	Midkine
P20774	OGN	Mimecan
Q8N183	NDUFAF2	"Mimitin, mitochondrial"
P08235	NR3C2	Mineralocorticoid receptor
P54278	PMS2	Mismatch repair endonuclease PMS2
Q8WV92	MITD1	MIT domain-containing protein 1
O75030	MITF	MITF
P59942	MCCD1	Mitochondrial coiled-coil domain protein 1
Q9NQG6	MIEF1	Mitochondrial dynamics protein MID51
Q9Y3D6	FIS1	Mitochondrial fission 1 protein
Q15390	MTFR1	Mitochondrial fission regulator 1
Q9H1K4	SLC25A18	Mitochondrial glutamate carrier 2
P62072	TIMM10	Mitochondrial import inner membrane translocase subunit Tim10
Q9Y5J6	TIMM10B	Mitochondrial import inner membrane translocase subunit Tim10 B
Q9Y5L4	TIMM13	Mitochondrial import inner membrane translocase subunit Tim13
Q96DA6	DNAJC19	Mitochondrial import inner membrane translocase subunit TIM14
Q9BVV7	TIMM21	Mitochondrial import inner membrane translocase subunit Tim21
O14925	TIMM23	Mitochondrial import inner membrane translocase subunit Tim23
Q3ZCQ8	TIMM50	Mitochondrial import inner membrane translocase subunit TIM50
O60220	TIMM8A	Mitochondrial import inner membrane translocase subunit Tim8 A
Q15388	TOMM20	Mitochondrial import receptor subunit TOM20 homolog
Q9Y6H3	ATP23	Mitochondrial inner membrane protease ATP23 homolog
Q96T52	IMMP2L	Mitochondrial inner membrane protease subunit 2
Q9UJ68	MSRA	Mitochondrial peptide methionine sulfoxide reductase
Q9Y5U8	MPC1	Mitochondrial pyruvate carrier 1
Q8IXI2	RHOT1	Mitochondrial Rho GTPase 1
Q969V5	MUL1	Mitochondrial ubiquitin ligase activator of NFKB 1:Cytoplasmic domain
Q969V5	MUL1	Mitochondrial ubiquitin ligase activator of NFKB 1:Mitochindrial intermembrane domain
Q10713	PMPCA	Mitochondrial-processing peptidase subunit alpha
Q8IWA4	MFN1	Mitofusin-1
P28482	MAPK1	Mitogen-activated protein kinase 1
P53779	MAPK10	Mitogen-activated protein kinase 10
Q15759	MAPK11	Mitogen-activated protein kinase 11
P53778	MAPK12	Mitogen-activated protein kinase 12
O15264	MAPK13	Mitogen-activated protein kinase 13
Q16539	MAPK14	Mitogen-activated protein kinase 14
P27361	MAPK3	Mitogen-activated protein kinase 3
Q16659	MAPK6	Mitogen-activated protein kinase 6
P45983	MAPK8	Mitogen-activated protein kinase 8
P45984	MAPK9	Mitogen-activated protein kinase 9
P45984	MAPK9	Mitogen-activated protein kinase 9
P45984	MAPK9	Mitogen-activated protein kinase 9
Q02779	MAP3K10	Mitogen-activated protein kinase kinase kinase 10
Q16584	MAP3K11	Mitogen-activated protein kinase kinase kinase 11
Q99759	MAP3K3	Mitogen-activated protein kinase kinase kinase 3
Q99759	MAP3K3	Mitogen-activated protein kinase kinase kinase 3
Q15750 | O43318	TAB1 | MAP3K7	Mitogen-activated protein kinase kinase kinase 7:TGF-beta-activated kinase 1 and MAP3K7-binding protein 1 fusion
Q92918	MAP4K1	Mitogen-activated protein kinase kinase kinase kinase 1
Q8IVH8	MAP4K3	Mitogen-activated protein kinase kinase kinase kinase 3
Q9Y4K4	MAP4K5	Mitogen-activated protein kinase kinase kinase kinase 5
O43683	BUB1	Mitotic checkpoint serine/threonine-protein kinase BUB1
Q9Y6D9	MAD1L1	Mitotic spindle assembly checkpoint protein MAD1
Q13257	MAD2L1	Mitotic spindle assembly checkpoint protein MAD2A
Q9UI95	MAD2L2	Mitotic spindle assembly checkpoint protein MAD2B
Q6P582	MZT2A	Mitotic-spindle organizing protein 2A
Q9H8S9	MOB1A	MOB kinase activator 1A
Q7L9L4	MOB1B	MOB kinase activator 1B
Q86TA1	MOB3B	MOB kinase activator 3B
Q9Y3A3	MOB4	MOB-like protein phocein
Q9BWK5	CYREN	Modulator of retrovirus infection homolog
P26038	MSN	Moesin
Q96EN8	MOCOS	Molybdenum cofactor sulfurase
Q8N5Y8	PARP16	Mono [ADP-ribose] polymerase PARP16
Q8N2K0	ABHD12	Monoacylglycerol lipase ABHD12
O15427	SLC16A3	Monocarboxylate transporter 4
P08571	CD14	Monocyte differentiation antigen CD14
P08571	CD14	"Monocyte differentiation antigen CD14, soluble"
Q96HT8	MRFAP1L1	MORF4 family-associated protein 1-like 1
Q9UBU8	MORF4L1	Mortality factor 4-like protein 1
Q15014	MORF4L2	Mortality factor 4-like protein 2
Q15797	SMAD1	Mothers against decapentaplegic homolog 1
Q15796	SMAD2	Mothers against decapentaplegic homolog 2
Q15796	SMAD2	Mothers against decapentaplegic homolog 2
P84022	SMAD3	Mothers against decapentaplegic homolog 3
Q13485	SMAD4	Mothers against decapentaplegic homolog 4
Q9UJG1	MOSPD1	Motile sperm domain-containing protein 1
P50219	MNX1	Motor neuron and pancreas homeobox protein 1
Q9UKD2	MRTO4	mRNA turnover protein 4 homolog
O60942	RNGTT	mRNA-capping enzyme
O60942	RNGTT	mRNA-capping enzyme
Q9NPI6	DCP1A	mRNA-decapping enzyme 1A
Q8IZD4	DCP1B	mRNA-decapping enzyme 1B
P35548	MSX2	MSX-2
Q9H7C9	AAMDC	Mth938 domain-containing protein
Q765P7	MTSS2	MTSS1-like protein
P15941	MUC1	Mucin-1:region 1
P15941	MUC1	Mucin-1:region 2
P15941	MUC1	Mucin-1:region 3
Q8WXI7	MUC16	Mucin-16
Q96DR8	MUCL1	Mucin-like protein 1
Q9UDY8	MALT1	Mucosa-associated lymphoid tissue lymphoma translocation protein 1
Q13477	MADCAM1	Mucosal addressin cell adhesion molecule 1
P03971	AMH	Muellerian-inhibiting factor
O95255	ABCC6	Multidrug resistance-associated protein 6
P22234	PAICS	Multifunctional protein ADE2
Q9H8L6	MMRN2	Multimerin-2
Q96KG7	MEGF10	Multiple epidermal growth factor-like domains protein 10
Q9UNW1	MINPP1	Multiple inositol polyphosphate phosphatase 1
O75970	MPDZ	Multiple PDZ domain protein
Q9H7P6	MVB12B	Multivesicular body subunit 12B
O15146	MUSK	"Muscle, skeletal receptor tyrosine-protein kinase"
Q9NR56	MBNL1	Muscleblind-like protein 1
Q5VZF2	MBNL2	Muscleblind-like protein 2
Q5VWP3	MLIP	Muscular LMNA-interacting protein
O60682	MSC	Musculin
Q8IVN3	MUSTN1	Musculoskeletal embryonic nuclear protein 1
Q6P1R3	MSANTD2	Myb/SANT-like DNA-binding domain-containing protein 2
O00499	BIN1	Myc box-dependent-interacting protein 1
P01106	MYC	Myc proto-oncogene protein
Q8N699	MYCT1	Myc target protein 1
P56270	MAZ	Myc-associated zinc finger protein
Q9NUJ1	ABHD10	"Mycophenolic acid acyl-glucuronide esterase, mitochondrial"
P02689	PMP2	Myelin P2 protein
P25189	MPZ	Myelin protein P0
O95297	MPZL1	Myelin protein zero-like protein 1
O60487	MPZL2	Myelin protein zero-like protein 2
Q9Y2G1	MYRF	Myelin regulatory factor
P20916	MAG	Myelin-associated glycoprotein
Q16653	MOG	Myelin-oligodendrocyte glycoprotein
P24158	PRTN3	Myeloblastin
P01009 | P24158	SERPINA1 | PRTN3	Myeloblastin:Alpha-1-antitrypsin complex
P41218	MNDA	Myeloid cell nuclear differentiation antigen
P20138	CD33	Myeloid cell surface antigen CD33
P58340	MLF1	Myeloid leukemia factor 1
P28698	MZF1	Myeloid zinc finger 1
Q969H8	MYDGF	Myeloid-derived growth factor
P05164	MPO	Myeloperoxidase
P0CAP1	MYZAP	Myocardial zonula adherens protein
P0CAP1	MYZAP	Myocardial zonula adherens protein
P0CAP1	MYZAP	Myocardial zonula adherens protein
Q99972	MYOC	Myocilin
Q06413	MEF2C	Myocyte-specific enhancer factor 2C
Q14814	MEF2D	Myocyte-specific enhancer factor 2D
P02144	MB	Myoglobin
P54296	MYOM2	Myomesin-2
Q5VTT5	MYOM3	Myomesin-3
Q9NPC7	MYNN	Myoneurin
P08590	MYL3	Myosin light chain 3
Q02045	MYL5	Myosin light chain 5
P14649	MYL6B	Myosin light chain 6B
P14649	MYL6B	Myosin light chain 6B
P12829	MYL4	Myosin light polypeptide 4
P60660	MYL6	Myosin light polypeptide 6
P19105	MYL12A	Myosin regulatory light chain 12A
O14950	MYL12B	Myosin regulatory light chain 12B
Q01449	MYL7	"Myosin regulatory light chain 2, atrial isoform"
Q96A32	MYL11	"Myosin regulatory light chain 2, skeletal muscle isoform"
Q14896	MYBPC3	"Myosin-binding protein C, cardiac-type"
Q14324	MYBPC2	"Myosin-binding protein C, fast-type"
Q00872	MYBPC1	"Myosin-binding protein C, slow-type"
Q13203	MYBPH	Myosin-binding protein H
P24844	MYL9	"Myosin, light chain 9, regulatory"
Q13613	MTMR1	Myotubularin-related protein 1
Q9Y217	MTMR6	Myotubularin-related protein 6
Q9Y216	MTMR7	Myotubularin-related protein 7
Q9UJ70	NAGK	N-acetyl-D-glucosamine kinase
Q9Y3Q0	NAALAD2	N-acetylated-alpha-linked acidic dipeptidase 2
Q9UQQ1	NAALADL1	N-acetylated-alpha-linked acidic dipeptidase-like protein
Q01415	GALK2	N-acetylgalactosamine kinase
P34059	GALNS	N-acetylgalactosamine-6-sulfatase
Q9UK23	NAGPA	N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase
Q9UJJ9	GNPTG	N-acetylglucosamine-1-phosphotransferase subunit gamma
P15586	GNS	N-acetylglucosamine-6-sulfatase
P15586	GNS	N-acetylglucosamine-6-sulfatase
Q8N159	NAGS	"N-acetylglutamate synthase, mitochondrial"
Q9NY97	B3GNT2	"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 2"
Q9C0J1	B3GNT4	"N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 4"
Q8N0V5	GCNT2	"N-acetyllactosaminide beta-1,6-N-acetylglucosaminyl-transferase, isoform C"
Q96PD5	PGLYRP2	N-acetylmuramoyl-L-alanine amidase
Q9BXD5	NPL	N-acetylneuraminate lyase
O95671	ASMTL	N-acetylserotonin O-methyltransferase-like protein
Q8WUY8	NAT14	N-acetyltransferase 14
P61599	NAA20	N-acetyltransferase 5
Q93015	NAA80	N-acetyltransferase 6
Q6IQ20	NAPEPLD	N-acyl-phosphatidylethanolamine-hydrolyzing phospholipase D
Q02083	NAAA	N-acylethanolamine-hydrolyzing acid amidase
Q8TBE9	NANP	N-acylneuraminate-9-phosphatase
P41227	NAA10	N-alpha-acetyltransferase 10
Q9GZZ1	NAA50	N-alpha-acetyltransferase 50
P15882	CHN1	N-chimaerin
O15527	OGG1	N-glycosylase/DNA lyase
Q9NRG4	SMYD2	N-lysine methyltransferase SMYD2
Q13287	NMI	N-myc-interactor
P51688	SGSH	N-sulphoglucosamine sulphohydrolase
Q8N987	NECAB1	N-terminal EF-hand calcium-binding protein 1
Q96P71	NECAB3	N-terminal EF-hand calcium-binding protein 3
P16860	NPPB	N-terminal pro-BNP
Q9BV86	NTMT1	N-terminal Xaa-Pro-Lys N-methyltransferase 1
P20933	AGA	N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase
O94760	DDAH1	"N(G),N(G)-dimethylarginine dimethylaminohydrolase 1"
Q86U44	METTL3	N6-adenosine-methyltransferase 70 kDa subunit
Q5T2W1	PDZK1	Na(+)/H(+) exchange regulatory cofactor NHE-RF3
Q9C000	NLRP1	"NACHT, LRR and PYD domains-containing protein 1"
Q86W26	NLRP10	"NACHT, LRR and PYD domains-containing protein 10"
Q96MN2	NLRP4	"NACHT, LRR and PYD domains-containing protein 4"
O95544	NADK	NAD kinase
Q4G0N4	NADK2	"NAD kinase 2, mitochondrial"
